server_timestamp,arduino_timestamp,X,Y,Z
2025-11-02 20:34:10.131,1023203,-0.7231953343596668,-0.030885115300339244,-0.644786545787598
2025-11-02 20:34:10.375,1083063,-0.7642052531133784,0.09236124425167608,-0.6432048560157684
2025-11-02 20:34:10.611,1054360,-0.758484554492096,-0.24578593564243337,-0.53972460922428
2025-11-02 20:34:10.835,1078755,-0.7115165372135165,-0.3772460396479653,-0.4802926522407524
2025-11-02 20:34:11.072,1100572,-0.6785091233493022,-0.5488002215919009,-0.18431969988804559
2025-11-02 20:34:11.299,1063537,-0.7517995574151347,-0.5834072928072609,-0.21740849873599608
2025-11-02 20:34:11.533,1060596,-0.6496717134120955,-0.6282892116159975,0.0
2025-11-02 20:34:11.772,1024427,-0.802033401662171,-0.7512702749247516,0.0
2025-11-02 20:34:12.010,1041329,-0.5833196167016873,-0.7974734549844488,0.061498736778223574
2025-11-02 20:34:12.245,1061201,-0.5445102319086635,-0.695557838366908,0.06096481720304146
2025-11-02 20:34:12.482,1076672,-0.6847385560844564,-0.6141869521118344,0.06202663353901899
2025-11-02 20:34:12.713,1087478,-0.7707098877870472,-0.546087806973626,0.09224894548034254
2025-11-02 20:34:12.945,1051805,-0.7924053029282959,-0.48132720505979876,0.0
2025-11-02 20:34:13.178,1025265,-0.8556454889222957,-0.4502663178950408,-0.12029112423594968
2025-11-02 20:34:13.405,1044372,-0.7949297686615371,-0.483591516765099,0.09402513590459458
2025-11-02 20:34:13.633,1097426,-0.836740078528383,-0.5481965593181032,0.1885101289310738
2025-11-02 20:34:13.861,1038465,-0.6755057715878703,-0.6610050164283581,0.6129325803630238
2025-11-02 20:34:14.095,1058991,-0.1858772682804009,-0.417243438449132,0.6042453761202462
2025-11-02 20:34:14.324,1099975,0.03197641578912445,-0.4430717787370422,0.8155547373957235
2025-11-02 20:34:14.556,1023103,0.18848940827525043,-0.41180412564794405,0.8032126424031
2025-11-02 20:34:14.790,1072313,0.24587492282452483,-0.41817427124491613,0.7971971099129928
2025-11-02 20:34:15.026,1102310,0.2148014540234049,-0.4788665719739942,0.763092719859555
2025-11-02 20:34:15.253,1041264,0.12003374058546686,-0.3722632273200069,0.572782428234892
2025-11-02 20:34:15.482,1068582,-0.12572098041931942,-0.8043652290166268,0.9622572539401673
2025-11-02 20:34:15.718,1099539,-0.41699673956495875,-0.6805973917655149,0.6247919036974122
2025-11-02 20:34:15.946,1033667,-0.6415532254282483,-0.6131976506445311,0.4351655674849193
2025-11-02 20:34:16.184,1067143,-0.7178060626042294,-0.6188372645708385,0.364117779072341
2025-11-02 20:34:16.420,1086733,-0.779033764287555,-0.4857579118179485,0.2757132968319868
2025-11-02 20:34:16.650,1080029,-0.7436032411751162,-0.5863545275324454,0.3398595971968333
2025-11-02 20:34:16.899,1063101,-0.7442194618003349,-0.6604183717326321,0.44704042650898995
2025-11-02 20:34:17.125,1040926,-0.41660766641810626,-0.670173455381934,0.6737738774074028
2025-11-02 20:34:17.360,1065539,0.0,-0.497034339357742,0.7683403509220383
2025-11-02 20:34:17.590,1055675,0.12635364163289017,-0.44080083566569955,0.7056963705303494
2025-11-02 20:34:17.820,1064863,0.18050112327939208,-0.43299123582647325,0.7348106498137864
2025-11-02 20:34:18.045,1055571,0.21928789925754927,-0.510206879062929,0.8030434078247499
2025-11-02 20:34:18.281,1096108,-0.09595470051601464,-0.5626913225720513,0.6339982083543712
2025-11-02 20:34:18.511,1090425,-0.3052699501295274,-0.6773871569589283,0.5260074745244263
2025-11-02 20:34:18.741,1051826,-0.511947155082248,-0.6362389461758169,0.39299124401704805
2025-11-02 20:34:18.999,1074148,-0.5716371446195252,-0.6588330673692946,0.30758631002491815
2025-11-02 20:34:19.229,1049063,-0.7296189444689052,-0.5289453941171318,0.2761254315069452
2025-11-02 20:34:19.467,1064400,-0.7342660198876918,-0.5467632814071876,0.2552257831660705
